gene,gnomAD_syn_<1e-5,gnomAD_syn_1e-5~1e-4,gnomAD_syn_1e-4~1e-3,gnomAD_syn_1e-3~1e-2,gnomAD_syn_1e-2<,gnomAD_mis_<1e-5,gnomAD_mis_1e-5~1e-4,gnomAD_mis_1e-4~1e-3,gnomAD_mis_1e-3~1e-2,gnomAD_mis_1e-2<,gnomAD_stopgain_<1e-5,gnomAD_stopgain_1e-5~1e-4,gnomAD_stopgain_1e-4~1e-3,gnomAD_stopgain_1e-3~1e-2,gnomAD_stopgain_1e-2<,RGC-ME_syn_<1e-5,RGC-ME_syn_1e-5~1e-4,RGC-ME_syn_1e-4~1e-3,RGC-ME_syn_1e-3~1e-2,RGC-ME_syn_1e-2<,RGC-ME_mis_<1e-5,RGC-ME_mis_1e-5~1e-4,RGC-ME_mis_1e-4~1e-3,RGC-ME_mis_1e-3~1e-2,RGC-ME_mis_1e-2<,RGC-ME_stopgain_<1e-5,RGC-ME_stopgain_1e-5~1e-4,RGC-ME_stopgain_1e-4~1e-3,RGC-ME_stopgain_1e-3~1e-2,RGC-ME_stopgain_1e-2<,non_nsite,mis_nsite,ssite,is_cRDHGs
OR2A25,30,19,5,0,2,65,54,11,3,3,2,0,0,0,0,118,22,2,1,1,293,42,13,2,3,5,0,0,0,0,3.392874000000003e-07,7.698385300000016e-06,3.716766000000002e-06,False
SMARCD1,44,32,6,0,0,65,34,1,1,0,1,0,0,0,0,206,25,3,0,0,342,23,1,1,0,8,0,0,0,0,1.1682258000000003e-06,1.564127589999999e-05,5.354289099999997e-06,False
NFIX,59,40,7,1,0,41,19,1,0,0,0,0,0,0,0,210,30,8,1,0,254,10,0,0,0,0,0,0,0,0,4.644594000000001e-07,1.655467100000001e-05,8.305120599999985e-06,False
CCDC105,49,39,5,2,2,128,87,12,10,6,5,4,0,0,0,224,36,4,1,2,578,63,14,9,4,30,1,0,0,0,7.072531999999999e-07,1.5355346400000014e-05,6.595598600000003e-06,False
WIZ,177,211,37,17,4,361,350,47,15,2,1,0,0,0,0,675,182,30,10,2,1412,318,43,9,1,7,0,0,0,0,2.7150931000000004e-06,7.55384527999997e-05,3.625558050000004e-05,False
PAQR8,41,26,5,2,2,75,30,6,0,0,4,2,0,0,0,147,16,6,1,2,285,27,6,0,0,9,2,0,0,0,4.273509000000001e-07,1.0273932699999992e-05,4.7136956e-06,False
MSANTD3-TMEFF1,28,27,2,1,1,66,45,3,0,0,0,1,0,0,0,110,21,1,1,1,248,29,3,1,0,6,1,0,0,0,6.681167999999998e-07,8.570182599999983e-06,3.2470510999999944e-06,False
RAB17,16,17,3,1,3,54,39,8,2,3,0,3,0,0,0,94,14,4,1,3,200,34,5,1,4,15,1,0,0,0,2.072144e-07,6.855986499999991e-06,3.638514900000004e-06,False
RAVER1,85,79,13,4,7,160,143,21,5,0,4,1,0,0,0,322,62,17,4,6,627,106,19,4,0,10,0,0,0,0,8.910492999999996e-07,2.833270330000001e-05,1.4589121799999976e-05,False
PRAC2,9,5,0,0,0,25,17,3,0,2,0,1,0,0,0,50,6,1,0,0,105,11,4,1,1,5,1,0,0,0,1.215478e-07,2.6414463999999966e-06,1.0923650000000002e-06,False
ENSG00000276302,7,2,0,0,0,12,4,2,1,0,0,1,1,0,0,8,1,0,0,0,40,2,0,1,0,1,0,1,0,0,1.1188740000000001e-07,2.208467100000001e-06,7.859438999999998e-07,False
DNAJB9,16,11,0,0,2,49,40,4,1,1,1,2,0,0,0,74,9,0,0,2,234,28,4,2,0,12,0,0,0,0,5.315316e-07,5.654410899999991e-06,1.7549559999999996e-06,False
KLF17,36,28,6,5,3,97,68,10,3,4,5,4,1,0,0,146,25,7,2,3,355,66,8,0,4,16,2,1,0,0,6.861138999999997e-07,1.2534948400000004e-05,5.357893500000004e-06,False
TGOLN2,35,23,2,2,1,120,65,10,6,1,1,1,0,0,0,145,13,2,2,1,347,49,13,4,1,10,0,1,0,0,3.673665000000001e-07,1.3000699000000017e-05,6.1969341e-06,False
CHPT1,43,19,2,2,2,94,47,6,3,1,4,1,0,0,0,135,14,3,0,2,350,42,8,2,1,13,1,0,0,0,4.892568999999998e-07,1.0166557300000006e-05,4.378751599999993e-06,False
ZFP36L1,29,23,4,0,0,56,20,2,1,0,0,0,0,0,0,87,12,4,0,0,148,10,3,0,0,0,0,0,0,0,3.6970310000000006e-07,1.22677631e-05,5.464515399999997e-06,False
UBE2O,140,114,20,7,2,227,147,15,4,2,2,0,0,0,0,540,93,11,8,2,986,104,15,2,2,11,0,0,0,0,1.7607872000000007e-06,4.427398350000011e-05,2.17035877e-05,False
ENSG00000285133,2,0,0,0,0,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.83334e-08,7.907539999999998e-07,2.492842e-07,False
OR5D16,27,22,3,0,3,78,62,7,0,4,4,3,1,0,0,165,14,7,1,2,367,58,4,1,3,10,3,0,0,0,3.919180000000001e-07,8.2032672e-06,3.7056766999999976e-06,False
CCL22,10,13,3,0,2,18,21,1,2,1,0,0,0,0,0,30,9,1,2,1,87,15,2,2,1,6,0,0,0,0,8.918540000000002e-08,3.7562744000000015e-06,1.6905339000000003e-06,False
IRX1,82,59,3,7,2,157,86,10,2,0,1,0,0,0,0,287,49,6,4,2,643,63,6,2,0,12,0,0,0,0,5.251838000000002e-07,1.475502010000001e-05,7.538553299999993e-06,False
NPPA,19,18,3,0,0,31,34,7,3,1,1,1,0,0,0,69,15,3,1,0,183,26,6,1,1,4,0,0,0,0,1.699729000000001e-07,4.9712385e-06,2.270074000000001e-06,False
HTR2A,35,37,7,2,3,66,41,2,1,3,2,0,0,0,0,177,26,4,4,2,375,25,2,2,2,14,0,0,0,0,5.421943999999999e-07,1.378920020000004e-05,6.230255899999997e-06,False
STYXL2,116,87,23,6,2,280,231,41,12,9,11,8,1,0,0,485,82,21,7,0,1186,198,24,8,8,60,7,2,0,0,1.5249938999999997e-06,3.802445279999983e-05,1.6642899299999985e-05,False
APMAP,41,37,7,4,4,92,70,12,5,2,6,2,0,0,0,167,34,10,5,1,391,62,14,2,3,16,4,0,0,0,8.769761000000002e-07,1.4312910900000036e-05,6.433078100000008e-06,False
TFEB,46,46,5,2,4,70,64,9,2,0,2,1,0,0,0,167,34,7,1,4,358,55,7,0,0,7,1,0,0,0,8.014738000000008e-07,1.704440050000001e-05,7.8271148e-06,False
IRF2BP2,102,121,24,1,6,215,100,7,0,3,0,0,0,0,0,416,83,17,3,5,790,91,6,0,3,4,0,0,0,0,5.058826999999995e-07,1.7225105300000035e-05,8.949561100000003e-06,False
DLGAP3,109,103,18,8,0,173,124,17,2,0,1,0,0,0,0,393,74,18,3,2,851,101,14,2,0,5,0,0,0,0,1.3568855000000006e-06,3.7223447199999904e-05,1.6629954900000014e-05,False
APBB3,47,28,6,2,4,87,73,13,4,3,7,2,0,0,0,182,30,3,4,3,447,55,13,4,2,22,3,0,0,0,7.889161000000001e-07,1.6297177499999995e-05,5.7654260999999984e-06,False
IPO8,68,54,11,0,1,187,81,18,1,1,6,3,0,0,0,282,46,5,0,1,725,73,13,0,2,28,0,0,0,0,2.4121645999999986e-06,2.759364449999996e-05,9.382984199999996e-06,False
WNT10B,30,32,3,1,1,70,73,7,0,1,3,2,0,0,0,149,23,4,2,1,367,49,7,1,1,19,2,0,0,0,9.366574000000002e-07,1.3207038999999986e-05,4.620724899999996e-06,False
IFNAR2,47,38,10,3,0,103,77,13,3,2,2,1,0,0,0,184,31,6,3,0,462,63,13,2,2,11,1,0,0,0,6.150807999999995e-07,1.3137404799999976e-05,6.135681099999996e-06,False
SHOC1,96,70,9,6,6,276,175,24,7,15,13,11,0,0,0,338,42,10,5,5,1074,132,21,6,15,68,6,0,0,0,2.314196900000002e-06,3.3729657400000067e-05,1.3589650799999996e-05,False
DYNLT4,31,17,4,3,2,65,44,7,1,1,2,3,0,0,0,84,16,1,2,3,189,29,6,0,1,7,1,0,0,0,2.2533020000000006e-07,7.0467996e-06,3.459126799999999e-06,False
CALML6,13,24,4,4,0,45,29,8,2,2,2,2,0,0,0,67,21,3,4,0,182,34,4,2,1,14,2,0,0,0,2.071948e-07,5.575543800000008e-06,2.8260064999999987e-06,False
RCE1,55,38,8,4,0,76,51,3,0,1,0,0,0,0,0,172,33,7,3,0,289,37,2,0,1,6,0,0,0,0,2.976289999999999e-07,1.0991928999999998e-05,4.9770584000000034e-06,False
OSTC,15,10,3,0,0,21,20,2,0,0,1,0,0,0,0,43,7,2,0,0,113,13,1,0,0,8,1,0,0,0,2.0869380000000002e-07,3.901152400000004e-06,1.6160729999999987e-06,False
RBM6,74,47,8,5,2,203,141,14,5,1,0,0,0,0,0,329,38,7,4,2,848,94,11,6,1,15,0,0,0,0,3.0899737000000025e-06,3.373030559999999e-05,1.157080269999997e-05,False
EYA1,56,28,7,3,3,89,78,12,0,1,1,0,0,0,0,193,33,4,2,3,469,51,8,1,1,3,0,0,0,0,1.1213549e-06,1.7205955999999973e-05,7.439108999999987e-06,False
PRPF38A,24,19,5,0,1,45,30,2,0,0,1,0,0,0,0,108,13,5,1,0,187,31,1,0,0,2,0,0,0,0,8.524633999999996e-07,1.0313350299999991e-05,2.9494525e-06,False
ELN,82,92,16,3,0,152,129,22,7,2,0,1,0,0,0,283,82,13,1,0,614,116,17,3,2,4,0,0,0,0,4.039557000000001e-07,2.3829302899999904e-05,1.3456789199999993e-05,False
TUBA4B,22,11,4,1,0,54,49,8,1,8,4,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.8271300000000005e-07,7.316485000000002e-06,2.6273515999999985e-06,False
SEMA3A,65,49,14,3,4,142,89,15,5,1,2,0,0,0,0,250,26,12,2,3,581,85,15,2,1,19,0,0,0,0,1.8115689e-06,2.243469600000001e-05,8.167790300000008e-06,False
CCDC60,41,30,4,2,1,121,112,21,6,5,6,3,0,1,0,190,24,3,1,1,519,89,11,7,3,21,3,1,0,0,1.0417230000000003e-06,1.7427367800000005e-05,5.851347599999998e-06,False
CCDC182,13,7,3,2,1,38,24,4,2,2,3,0,0,0,0,75,7,1,2,1,162,22,4,2,1,8,0,0,0,0,1.8080360000000001e-07,4.970085199999999e-06,2.0574376e-06,False
PPP2CA,26,30,3,0,0,13,1,1,0,0,0,0,0,0,0,113,18,3,0,0,76,0,1,0,0,1,0,0,0,0,6.610177999999999e-07,9.505164899999998e-06,3.1464086000000016e-06,False
IL1B,24,20,1,2,1,49,34,2,0,0,1,0,0,0,0,104,11,2,1,1,206,27,2,0,0,8,0,0,0,0,5.049419999999998e-07,7.176392200000004e-06,3.110080700000003e-06,False
ADH5,24,17,2,1,1,63,36,3,2,0,5,2,0,0,0,112,10,2,2,1,356,41,3,2,0,10,4,0,0,0,4.388763000000001e-07,1.0301668499999995e-05,3.773988300000005e-06,False
ZDHHC11B,21,31,10,1,3,49,51,14,6,8,3,1,0,0,0,18,0,0,0,0,47,0,0,0,0,4,0,0,0,0,1.803509e-07,6.949676600000006e-06,3.7860906999999994e-06,False
PANK3,26,9,1,4,0,46,28,1,2,0,3,2,0,0,0,118,9,5,0,0,232,12,3,0,0,14,0,0,0,0,8.286626000000001e-07,9.659102299999975e-06,3.3005852999999986e-06,False
PLSCR1,21,24,1,0,1,56,30,4,2,1,4,2,0,0,0,72,14,0,0,1,240,24,2,2,1,9,0,0,0,0,4.611333999999998e-07,7.548820499999989e-06,3.0299923000000007e-06,False
KRT6A,41,47,14,2,4,107,80,14,8,5,2,0,0,0,0,94,25,7,1,0,231,38,8,3,4,6,0,0,0,0,3.6012580000000015e-07,1.4042331599999989e-05,5.489472100000001e-06,False
MTCH1,35,41,4,2,2,78,39,3,1,1,2,0,0,0,0,166,32,4,1,2,310,29,5,1,1,7,1,0,0,0,5.107781999999998e-07,1.3207472199999992e-05,5.808331999999997e-06,False
SYNJ2BP,10,15,1,0,1,31,15,3,3,0,2,0,0,0,0,34,14,0,0,1,93,13,7,0,0,2,0,0,0,0,2.174604e-07,4.572239600000003e-06,1.7165231e-06,False
PSMD11,45,22,6,3,0,64,21,3,0,0,2,0,0,0,0,147,18,6,3,0,242,17,2,0,0,0,0,0,0,0,1.0387782999999995e-06,1.2363602099999992e-05,4.938149200000006e-06,False
GC,38,29,3,4,4,73,56,12,1,3,3,2,0,0,0,138,19,6,3,3,388,45,6,1,3,20,1,0,0,0,6.732184999999997e-07,1.1190916400000015e-05,5.154124500000004e-06,False
FKBP10,50,78,9,3,1,138,109,6,5,1,4,3,0,0,0,259,50,12,1,0,576,93,7,4,1,13,2,0,0,0,6.558408e-07,2.065515500000002e-05,9.836197199999987e-06,False
APOC1,7,3,2,0,0,14,14,3,2,0,2,1,0,0,0,26,3,1,0,0,73,15,2,1,1,5,0,0,0,0,5.81435e-08,2.1124996000000003e-06,8.008770000000006e-07,False
THY1,15,12,0,0,0,29,21,2,0,0,2,1,0,0,0,63,8,0,0,0,118,25,0,0,0,5,1,0,0,0,3.122897e-07,4.998554899999995e-06,2.4011231999999963e-06,False
RPL7,21,14,6,0,0,34,34,2,0,0,0,0,0,0,0,71,10,2,0,0,147,25,1,0,0,0,0,0,0,0,6.400109999999999e-07,6.532056099999997e-06,2.2404784e-06,False
ANKRD13B,60,52,9,5,1,110,75,6,1,0,4,0,0,0,0,259,44,9,5,0,486,57,7,0,0,13,1,0,0,0,7.406052e-07,2.117386840000003e-05,9.121582099999988e-06,False
CSRP2,11,16,1,0,0,36,19,2,0,0,1,1,0,0,0,82,13,1,0,0,176,12,2,0,0,8,0,0,0,0,3.028607e-07,5.269609400000004e-06,2.2929427999999987e-06,False
PCDHGA9,89,63,12,2,5,192,142,26,6,0,4,7,0,0,0,362,47,12,2,5,883,100,22,5,0,31,4,0,0,0,1.0434071000000004e-06,2.669419929999993e-05,1.2455378700000007e-05,False
ENSG00000283563,12,14,2,2,0,42,31,3,1,1,2,0,0,0,0,55,11,3,1,0,183,23,3,1,1,12,1,0,0,0,3.170043e-07,4.374951599999994e-06,1.7402385000000017e-06,False
CKAP2L,48,39,5,2,2,154,122,13,7,6,8,0,0,0,0,237,37,7,2,1,714,95,14,5,6,34,0,0,0,0,1.0056763000000002e-06,1.8619569799999995e-05,7.225501900000004e-06,False
ENSG00000272647,7,5,2,0,0,21,17,2,0,0,0,1,0,0,0,27,5,1,0,0,96,14,1,0,0,5,2,0,0,0,2.989329e-07,3.0020017e-06,1.3156905e-06,False
WDR19,105,73,10,2,2,228,155,27,7,2,7,6,0,0,0,407,55,10,2,2,1084,133,26,5,1,51,4,0,0,0,2.1281055e-06,3.538475810000006e-05,1.25169439e-05,False
CYBA,32,33,3,0,4,60,51,5,3,2,1,0,0,0,0,108,34,1,0,4,261,34,4,1,2,7,0,0,0,0,2.3102240000000006e-07,8.12153440000001e-06,4.393111500000003e-06,False
ARHGEF10L,125,147,27,7,14,271,226,33,8,4,5,1,0,0,0,530,129,25,5,11,1071,189,26,7,3,32,1,0,0,0,1.5183038999999984e-06,4.7357041700000055e-05,2.380663589999996e-05,False
DDAH1,29,30,6,1,1,53,28,4,2,0,4,1,0,0,0,133,15,4,1,1,265,19,4,2,0,12,3,0,0,0,4.339237000000001e-07,8.025089999999995e-06,3.620385200000004e-06,False
MIP,29,19,1,1,0,44,31,4,1,1,1,0,0,0,0,107,14,3,0,0,204,29,3,0,1,7,0,0,0,0,3.9670699999999993e-07,8.075028599999998e-06,3.5968134999999973e-06,False
ARMC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,40,5,3,2,771,94,14,6,3,33,2,0,0,0,1.5103293000000004e-06,2.2549969199999964e-05,8.6107514e-06,False
RBM12B,84,72,13,3,1,190,169,14,3,3,3,4,0,0,0,398,59,8,3,1,908,133,16,3,3,22,2,0,0,0,2.0881729000000014e-06,3.209202949999997e-05,1.0094215000000003e-05,False
CHIA,51,37,4,6,3,119,86,18,4,10,5,3,1,1,0,210,31,4,5,3,506,65,12,5,9,24,8,0,2,0,5.405949000000002e-07,1.3424128199999982e-05,6.237244100000002e-06,False
TMEM141,9,14,0,1,0,25,27,3,0,1,1,0,0,0,0,62,10,0,1,0,140,13,2,0,1,8,0,0,0,0,1.205617e-07,3.046598799999997e-06,1.6560181999999994e-06,False
SLC25A11,42,34,4,1,0,50,24,2,0,0,0,0,0,0,0,136,27,2,2,0,263,15,2,0,0,5,0,0,0,0,3.897975999999999e-07,1.0608794399999996e-05,4.447766300000002e-06,False
HTR1A,44,32,8,0,2,90,43,12,2,0,2,0,0,0,0,201,22,8,0,2,410,40,7,1,1,10,0,0,0,0,4.266979000000001e-07,1.1665360200000006e-05,5.551698599999996e-06,False
PI4K2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,17,5,1,2,376,29,7,3,0,6,1,0,0,0,7.362308000000004e-07,1.5375962799999982e-05,5.623133899999999e-06,False
ZRANB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,30,4,0,1,466,44,4,1,0,13,0,0,0,0,1.5040732999999998e-06,2.0742295199999986e-05,6.635499100000004e-06,False
SPRR3,14,9,3,1,2,43,22,7,1,2,2,0,0,0,0,28,5,3,0,1,105,12,5,0,2,6,0,0,0,0,1.7163259999999996e-07,3.7398978000000026e-06,1.463784299999999e-06,False
SST,14,6,0,0,0,32,9,1,3,0,0,0,0,0,0,42,3,0,0,0,112,8,2,1,2,3,0,0,0,0,1.940899e-07,2.944777299999999e-06,1.2743421e-06,False
CCM2,50,47,6,4,3,89,60,4,3,2,2,0,0,0,0,160,47,9,4,2,369,40,6,0,3,7,0,0,0,0,4.6037809999999993e-07,1.594676970000001e-05,8.243419500000001e-06,False
IFNA13,2,2,2,0,0,9,6,3,1,0,1,0,0,0,0,12,0,1,0,0,34,3,2,0,0,0,0,0,0,0,3.04259e-08,1.2401906000000002e-06,5.691649e-07,False
NUSAP1,35,28,3,3,2,98,69,12,2,3,3,2,0,0,0,155,17,4,3,1,328,62,10,1,2,12,2,0,0,0,6.435127999999999e-07,1.1031969399999989e-05,4.023234200000003e-06,False
KCNA4,64,46,6,3,1,136,57,9,0,1,1,0,0,0,0,270,32,5,2,1,482,41,8,1,0,9,0,0,0,0,6.893074999999997e-07,1.9684826799999965e-05,7.276325200000004e-06,False
ENSG00000268163,9,5,2,1,0,24,22,3,0,2,1,2,0,1,0,33,4,2,1,0,108,11,1,0,1,8,0,0,1,0,1.529754e-07,3.647344699999996e-06,1.4789208e-06,False
PRAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,17,2,0,0,113,32,2,2,2,14,1,0,0,0,2.544563e-07,4.645201099999999e-06,2.5032053000000006e-06,False
MPHOSPH8,69,65,5,2,2,159,98,14,3,2,2,3,0,0,0,317,49,10,3,1,725,69,12,5,1,26,0,0,0,0,1.0600187e-06,2.2503150600000005e-05,1.0020437300000004e-05,False
MXRA8,78,67,11,1,1,136,90,8,3,1,1,1,0,0,0,269,45,5,1,1,535,47,15,3,1,15,0,0,0,0,5.740315000000001e-07,1.3160813899999994e-05,6.427897099999992e-06,False
YIPF7,28,23,5,0,1,62,43,4,0,1,4,3,0,1,0,113,18,4,0,1,291,32,3,0,1,15,2,1,0,0,2.994529e-07,6.238388199999999e-06,2.861934199999997e-06,False
PDZD9,20,13,3,1,0,53,30,7,1,0,3,3,1,0,0,82,13,2,0,0,216,36,2,1,0,10,4,0,0,0,5.498752000000001e-07,6.053314799999993e-06,2.6702299000000016e-06,False
LAT,25,21,6,1,1,40,34,8,0,0,1,0,0,0,0,81,22,4,1,1,213,26,4,0,0,6,0,0,0,0,3.250478000000001e-07,7.718152899999998e-06,3.986567600000001e-06,False
DUS2,41,28,1,2,2,122,64,12,4,0,4,5,0,0,0,173,25,3,0,2,427,59,11,3,1,20,7,0,0,0,1.2214117000000002e-06,1.5799060699999998e-05,5.850929500000004e-06,False
HAAO,32,24,4,5,0,91,53,9,3,2,4,4,0,0,0,118,18,7,1,0,285,34,9,2,2,16,3,0,0,0,7.667882000000001e-07,8.8822488e-06,3.7675164e-06,False
TMEM217B,14,12,2,0,0,29,31,2,1,5,0,0,0,0,0,12,4,1,0,0,44,2,1,0,0,1,0,0,0,0,1.4146579999999997e-07,4.632359999999996e-06,2.1679610000000007e-06,False
HMGA1,9,14,1,2,0,14,8,0,0,0,0,0,0,0,0,39,10,1,1,0,88,4,0,0,0,3,0,0,0,0,1.956241e-07,3.6741969000000048e-06,1.6122414999999991e-06,False
CYSLTR2,27,15,3,3,1,72,52,11,7,2,3,1,0,0,0,140,17,1,3,0,316,50,9,8,1,13,2,0,0,0,2.8302890000000015e-07,9.20010420000001e-06,3.817115700000002e-06,False
ITGA3,100,88,16,3,6,199,154,15,4,2,7,4,0,0,0,394,77,11,6,4,818,124,11,5,1,31,2,0,0,0,1.8538549000000009e-06,3.530951280000007e-05,1.5703030800000004e-05,False
CYP11B1,56,51,12,7,7,117,108,19,5,3,5,2,1,0,0,189,51,9,3,4,441,78,15,1,1,15,3,0,0,0,4.689316000000001e-07,1.6761687300000063e-05,7.540880500000001e-06,False
GTF3A,30,22,0,1,0,96,66,8,2,2,1,2,0,0,0,123,18,1,0,0,296,52,8,2,1,16,0,0,0,0,4.4286120000000005e-07,1.0735345299999997e-05,3.7744382e-06,False
PLEKHJ1,20,17,1,1,0,50,31,5,0,0,3,2,0,0,0,91,11,2,0,0,180,24,6,0,0,10,0,0,0,0,1.5927000000000002e-07,5.206456799999991e-06,2.3277408999999995e-06,False
OTX1,40,26,0,1,1,72,26,1,1,0,1,0,0,0,0,181,16,1,0,1,319,20,1,1,0,6,0,0,0,0,3.617031e-07,9.856690500000031e-06,4.9612666e-06,False
GSK3B,32,24,4,2,2,55,21,3,0,0,1,0,0,0,0,113,16,2,4,1,194,17,1,0,0,3,0,0,0,0,1.2969252000000004e-06,1.2136546600000022e-05,4.493276999999989e-06,False
ENSG00000243501,13,10,3,1,0,44,26,7,2,1,5,1,0,0,0,62,7,2,1,0,176,19,10,1,1,14,1,0,0,0,4.326582000000002e-07,5.226818900000002e-06,2.2710242e-06,False
SYS1-DBNDD2,12,10,0,1,0,12,6,1,1,0,2,0,0,0,0,40,8,0,1,0,66,4,1,0,0,1,0,0,0,0,1.3366230000000005e-07,3.0387721000000013e-06,1.3930044999999996e-06,False
MMP27,41,38,5,2,4,115,100,16,4,6,8,3,1,1,0,195,28,5,3,2,523,78,17,1,6,25,2,2,0,0,8.325146999999998e-07,1.3848790600000048e-05,4.89730870000001e-06,False
REELD1,41,27,6,6,2,111,76,20,7,7,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.377490999999998e-07,1.3650490199999978e-05,6.035707400000009e-06,False
OR4C5,36,26,6,2,0,93,60,10,7,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3275e-08,3.029219999999999e-07,3.4728e-08,False
PACSIN1,47,27,8,1,0,72,39,5,1,1,2,0,0,0,0,175,25,5,0,0,327,32,5,1,1,7,0,0,0,0,6.020242000000002e-07,1.3645302700000032e-05,6.408963399999995e-06,False
OR13C5,23,11,6,1,0,52,36,7,6,11,2,0,0,0,0,53,7,2,1,0,146,20,7,3,6,7,0,0,0,0,1.61558e-07,5.868081300000012e-06,2.1173665e-06,False
RUNX1T1,59,55,5,5,1,125,66,6,0,0,4,0,0,0,0,242,46,6,4,0,493,51,2,0,0,9,1,0,0,0,1.1748583999999996e-06,2.217674949999999e-05,9.421132200000018e-06,False
MOB3B,20,11,1,0,1,46,25,2,1,0,2,1,0,0,0,82,15,0,0,1,212,22,3,0,0,5,0,0,0,0,3.346176e-07,7.467034699999989e-06,2.639691199999999e-06,False
METTL16,39,36,10,2,1,72,61,4,2,1,0,0,0,0,0,188,35,8,0,1,330,43,5,2,1,10,0,0,0,0,1.0823828e-06,1.528518110000001e-05,6.431463200000009e-06,False
GJA5,38,23,4,1,0,55,32,5,0,0,4,2,0,0,0,159,17,2,1,0,314,34,4,0,0,21,1,0,0,0,6.833726999999997e-07,1.2049931599999969e-05,4.707257999999999e-06,False
FBXO30,49,48,4,2,2,119,87,9,5,2,2,2,0,0,0,241,28,2,3,2,618,68,6,1,3,23,1,0,0,0,1.5312901000000006e-06,2.0482613899999955e-05,6.777406200000004e-06,False
ADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,17,3,1,1,279,16,6,0,2,5,0,0,0,0,2.734216e-07,7.805567999999991e-06,3.8027730999999975e-06,False
PMM2,29,26,2,1,1,74,59,12,1,1,3,4,0,0,0,110,18,3,0,1,288,53,9,1,1,16,4,0,0,0,4.687524999999999e-07,7.110457400000001e-06,3.230898699999996e-06,False
DYNC1LI2,29,47,7,1,1,87,42,4,1,0,1,0,0,0,0,181,35,6,0,2,399,38,4,0,0,5,0,0,0,0,6.051845e-07,1.333401119999999e-05,6.007184599999999e-06,False
CYP20A1,42,26,3,1,0,83,62,15,3,2,4,3,0,0,0,147,17,2,0,0,387,49,9,3,2,21,8,0,0,0,7.916515000000001e-07,1.09188433e-05,3.974212500000002e-06,False
HSH2D,26,28,5,3,3,62,51,5,2,1,3,1,0,0,0,135,22,5,3,2,298,47,5,4,0,13,1,0,0,0,3.7236880000000003e-07,1.0623920700000018e-05,5.856128500000003e-06,False
ATP2B2,136,145,25,11,8,160,110,8,3,0,1,0,0,0,0,469,128,23,10,6,777,91,2,2,1,6,0,0,0,0,1.1933368e-06,4.861342140000013e-05,2.404221569999999e-05,False
GGTA1,4,9,1,0,0,23,16,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5078290000000004e-07,2.030218299999999e-06,7.251491000000001e-07,False
ATF4,40,47,8,3,0,112,76,13,4,2,2,0,0,0,0,162,22,9,1,0,342,55,7,6,1,9,0,0,0,0,2.534418e-07,8.625957199999987e-06,3.629051899999997e-06,False
DESI2,15,11,1,1,0,30,9,0,1,0,2,0,0,0,0,62,8,2,0,0,112,11,0,1,0,7,0,0,0,0,2.799666999999998e-07,5.316520499999999e-06,2.1856555999999995e-06,False
CDC34,38,40,6,3,1,43,35,3,0,0,2,1,0,0,0,134,38,7,2,1,225,24,2,0,0,8,1,0,0,0,3.024045e-07,9.007968199999996e-06,5.226568300000001e-06,False
RPUSD3,40,21,3,1,3,85,68,11,4,0,2,4,0,0,0,165,22,2,2,1,354,56,12,3,0,22,1,0,0,0,5.665864999999998e-07,9.543418300000029e-06,3.6616679e-06,False
MAVS,45,34,14,4,3,111,100,13,2,6,2,2,0,0,0,222,36,10,4,1,487,86,10,3,4,16,2,0,0,0,4.217249000000001e-07,1.7374701999999994e-05,7.950787700000003e-06,False
ENSG00000288593,3,5,1,1,0,9,9,1,0,0,1,0,0,0,0,2,2,0,1,0,7,0,1,0,0,1,0,0,0,0,4.99837e-08,1.5289374999999998e-06,8.849258e-07,False
CCL19,9,5,0,0,0,13,9,1,1,0,0,0,0,0,0,35,1,0,0,0,75,4,3,0,0,2,0,0,0,0,7.258539999999998e-08,2.8711187000000004e-06,9.291987e-07,False
MSANTD3,30,21,3,0,1,42,25,1,1,0,5,0,0,0,0,83,23,0,0,1,159,13,1,1,0,6,0,0,0,0,5.535125999999997e-07,7.802137000000014e-06,3.323014600000001e-06,False
SBSN,56,44,11,8,5,123,95,14,6,5,5,1,0,0,0,167,41,9,3,2,426,74,14,3,2,13,0,0,0,0,5.893468000000002e-07,1.6732853599999974e-05,8.782251799999993e-06,False
OPTC,34,26,8,1,2,71,75,12,7,1,1,2,0,0,0,119,26,6,2,1,302,64,12,4,1,10,0,0,0,0,1.954349e-07,1.1187868999999983e-05,4.824034299999999e-06,False
