gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv	non_nsite	mis_nsite	ssite
UGCG	0	0	0	0	0	0.0	0.0	0.0	0.0	0.313760232	0.753802553	0.573522332	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892376892	1.0	7.803529999999998e-07	1.0087312100000027e-05	3.6030318999999968e-06
ATOH1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.299090246	0.853555416	0.573533906	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892383327	1.0	3.9820889999999994e-07	1.0185396499999996e-05	4.675931399999993e-06
PPAPDC3	1	0	0	0	0	0.0	0.0	0.0	0.0	0.298491161	0.860363425	0.573651482	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892448679	1.0	5.768145999999997e-07	2.087498150000004e-05	9.08479230000001e-06
PCBP3	0	0	0	0	0	0.0	0.0	0.0	0.0	0.314695738	0.749905359	0.573724347	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892489168	1.0	3.293028700000004e-06	8.416405029999894e-05	4.1883812100000235e-05
RBFA	1	0	0	0	0	0.0	0.0	0.0	0.0	0.306345676	0.797812987	0.573736915	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892496151	1.0	9.809873999999994e-07	1.80656321e-05	9.022577299999996e-06
TRAF2	0	2	0	0	0	2.278855309	0.0	0.0	0.0	0.312589108	0.765508072	0.573761871	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892510015	1.0	2.5764970000000025e-06	7.708612920000116e-05	3.9241439300000246e-05
SLC13A1	0	2	0	0	0	2.198555337	0.0	0.0	0.0	0.33175351	0.685311894	0.573903544	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892588703	1.0	1.283164799999999e-06	2.2263293200000022e-05	9.099550999999998e-06
MYO18B	1	4	0	1	0	0.928557568	3.534866342	3.534866342	0.0	0.886280469	0.298950002	0.574060954	1.0	0.953718028	0.942412671	0.977167932	1.0	0.892676091	1.0	1.3808613600000012e-05	0.0002830575503999981	0.00011825419740000164
TRMT11	0	0	0	0	0	0.0	0.0	0.0	0.0	0.319358918	0.729408888	0.574139333	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892719587	1.0	3.4246830999999916e-06	5.9709625899999595e-05	2.2470675400000145e-05
SYF2	0	1	0	0	0	3.472959354	0.0	0.0	0.0	0.304702836	0.815770696	0.574436365	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892884329	1.0	6.561618000000002e-07	1.2356276900000004e-05	4.095898800000005e-06
THUMPD2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.310689972	0.774588138	0.574440729	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892886747	1.0	2.7362248000000054e-06	4.481279819999933e-05	1.6614868699999932e-05
NAT9	0	1	0	0	0	3.497863429	0.0	0.0	0.0	0.302391787	0.833483142	0.574476542	1.0	0.813667722	0.942412671	0.977167932	1.0	0.8929066	1.0	3.068930799999985e-06	6.760503399999883e-05	3.6609279999999614e-05
SCRT1	0	1	0	0	0	3.561182294	0.0	0.0	0.0	0.29665928	0.890264335	0.574496129	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892917456	1.0	3.45501e-07	1.1452179800000023e-05	5.562701100000002e-06
TBC1D7	0	0	0	0	0	0.0	0.0	0.0	0.0	0.310605443	0.776022061	0.574640764	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892997604	1.0	6.692574699999978e-06	0.00012282342969999817	4.418045729999887e-05
CLDN3	0	0	0	0	0	0.0	0.0	0.0	0.0	0.300027382	0.85308625	0.57467192	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893014864	1.0	3.0432729999999997e-07	6.518696400000008e-06	3.4124117000000015e-06
C3orf58	0	2	0	0	0	2.25701219	0.0	0.0	0.0	0.317643052	0.744398896	0.574705529	1.0	0.813667722	0.942412671	0.977167932	1.0	0.89303348	1.0	1.7642742999999995e-06	2.9565712500000042e-05	1.2137385799999992e-05
GPD1L	0	0	0	0	0	0.0	0.0	0.0	0.0	0.306491626	0.802094067	0.574719711	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893041336	1.0	8.453062000000003e-07	2.4414783599999995e-05	1.0989165399999984e-05
SH2D2A	0	0	0	0	0	0.0	0.0	0.0	0.0	0.309059123	0.7858393	0.574766352	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893067167	1.0	1.5131987000000008e-06	3.526544820000022e-05	1.5376345500000005e-05
ANKRD39	0	1	0	0	0	3.465930218	0.0	0.0	0.0	0.305361036	0.813518723	0.574861725	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893119976	1.0	8.538992e-07	1.3315670200000022e-05	6.545426000000003e-06
FAM169B	1	1	0	0	0	3.489295563	0.0	0.0	0.0	0.303115516	0.830399864	0.574905443	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893144178	1.0	5.082670000000002e-07	1.186397519999998e-05	5.944189799999994e-06
RBMS1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.320026788	0.729476938	0.574941112	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893163921	1.0	3.557834399999991e-06	5.74577958000001e-05	2.3421393399999884e-05
ZDHHC24	1	0	0	0	0	0.0	0.0	0.0	0.0	0.302921846	0.829751769	0.574953661	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893170867	1.0	1.091475400000001e-06	2.6240541600000006e-05	1.2931867700000017e-05
SASS6	0	0	0	0	0	0.0	0.0	0.0	0.0	0.318871046	0.734869533	0.574974955	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893182652	1.0	2.0516602e-06	2.658693779999994e-05	1.1103657100000004e-05
SLC30A2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.309967982	0.781470543	0.574994579	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893193512	1.0	8.613743999999997e-07	2.0352072100000033e-05	1.021436369999999e-05
TSPAN31	0	1	0	0	0	3.481560044	0.0	0.0	0.0	0.303901032	0.825170746	0.575034896	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893215822	1.0	1.3218827000000012e-06	2.1374599200000025e-05	8.480023199999998e-06
CNPY2	0	1	0	0	0	3.458763555	0.0	0.0	0.0	0.306034822	0.810068936	0.575082733	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893242289	1.0	1.665339999999999e-06	1.8713926899999986e-05	6.6539943000000096e-06
SORBS3	0	2	0	0	0	2.210333028	0.0	0.0	0.0	0.328839945	0.6997586	0.575183695	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893298137	1.0	3.9971157999999966e-06	9.588072500000155e-05	3.991308640000004e-05
FBXO16	0	0	0	0	0	0.0	0.0	0.0	0.0	0.310695081	0.778242643	0.575215612	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893315788	1.0	2.8257401000000014e-06	4.243070319999998e-05	1.3963504900000007e-05
EDDM3A	0	1	0	0	0	3.503550623	0.0	0.0	0.0	0.301868561	0.842826282	0.575242585	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893330704	1.0	3.846291000000001e-07	3.965973299999998e-06	1.4792783999999991e-06
BCL3	1	0	0	0	0	0.0	0.0	0.0	0.0	0.30528049	0.813590556	0.575255186	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893337671	1.0	3.648366e-07	1.6740737599999944e-05	7.598722800000008e-06
HOMER1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.315867815	0.750513816	0.575270658	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893346226	1.0	1.8245092000000008e-06	2.3923254500000153e-05	8.37520820000001e-06
CAMK1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.318295148	0.738727224	0.575271866	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893346894	1.0	9.222772000000003e-07	1.7153079200000023e-05	7.998139499999997e-06
ACRV1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.310409912	0.780507228	0.575336973	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893382889	1.0	4.198888200000024e-06	6.337613760000013e-05	2.6794284400000205e-05
NDN	0	0	0	0	0	0.0	0.0	0.0	0.0	0.300491599	0.853906204	0.575373834	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893403265	1.0	4.1892360000000003e-07	9.023299200000004e-06	4.030899299999999e-06
CELA2A	0	0	0	0	0	0.0	0.0	0.0	0.0	0.309399024	0.787164287	0.575448679	1.0	0.813667722	0.942412671	0.977167932	1.0	0.89344463	1.0	3.1936840000000005e-07	9.429594899999995e-06	5.1019903999999995e-06
TACSTD2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.299625794	0.863417986	0.575491977	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893468554	1.0	2.9654840000000006e-07	1.0025600699999987e-05	5.0077459000000055e-06
IRX5	1	0	0	0	0	0.0	0.0	0.0	0.0	0.303751199	0.826612282	0.575501836	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893474002	1.0	1.9485247000000003e-06	4.933141529999976e-05	2.4685866699999985e-05
BZW2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.315941344	0.751257709	0.575535387	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893492538	1.0	4.976521900000032e-06	8.655500940000004e-05	3.5976226099999965e-05
POGLUT1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.324214024	0.714118843	0.575663255	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893563165	1.0	2.2575259000000003e-06	2.3377807100000002e-05	8.045160499999986e-06
JKAMP	0	0	0	0	0	0.0	0.0	0.0	0.0	0.315047599	0.756370349	0.575665602	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893564461	1.0	3.7455159000000043e-06	4.7641447099999676e-05	2.0439182799999962e-05
SDHAF2	0	1	0	0	0	3.517896889	0.0	0.0	0.0	0.300556095	0.857984437	0.575708275	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893588025	1.0	8.489795999999997e-07	2.091789390000008e-05	7.610844800000004e-06
LEF1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.310615438	0.781211915	0.575733308	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893601846	1.0	2.4425936999999968e-06	6.582501680000045e-05	3.098668360000001e-05
LYVE1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.312678517	0.76966874	0.575800004	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893638666	1.0	8.107087999999993e-07	1.6217580399999933e-05	6.361447499999997e-06
LSAMP	0	0	0	0	0	0.0	0.0	0.0	0.0	0.313412101	0.765695486	0.57581373	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893646243	1.0	2.3782854e-06	3.8852094599999987e-05	1.6365210099999935e-05
OR10G2	1	0	0	0	0	0.0	0.0	0.0	0.0	0.297999546	0.885626078	0.57592774	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893709161	1.0	1.9321509999999997e-07	9.851927699999993e-06	4.304189799999993e-06
ENO4	0	2	0	0	0	2.22346889	0.0	0.0	0.0	0.325633075	0.714584685	0.57594253	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893717322	1.0	1.3404691999999998e-06	3.404018519999989e-05	1.4980166099999996e-05
SYT5	0	0	0	0	0	0.0	0.0	0.0	0.0	0.306122621	0.811585926	0.575962829	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893728521	1.0	1.9934371e-06	4.579927480000001e-05	2.0875263099999936e-05
SDC1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.306247467	0.810889244	0.575991294	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893744226	1.0	1.3491493999999979e-06	3.239605180000009e-05	1.700697429999996e-05
TCTEX1D4	1	0	0	0	0	0.0	0.0	0.0	0.0	0.299170438	0.872604742	0.576007827	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893753346	1.0	4.506604e-07	1.4093599200000048e-05	6.918253599999997e-06
HOOK3	0	0	0	0	0	0.0	0.0	0.0	0.0	0.319827801	0.734680185	0.576053235	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893778393	1.0	2.418565100000001e-06	2.3016654999999973e-05	8.445402700000017e-06
ANKLE2	0	3	0	0	0	1.85255357	0.0	0.0	0.0	0.344591719	0.652191617	0.576053603	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893778595	1.0	5.227121100000012e-06	0.00012056077020000132	5.789508009999962e-05
FEZF2	2	0	0	0	0	0.0	0.0	0.0	0.0	0.304304641	0.826095732	0.576110803	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893810142	1.0	1.2506888999999976e-06	3.8085974099999954e-05	1.8056905200000003e-05
WIPI1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.316687237	0.750071756	0.576142956	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893827872	1.0	1.514435100000001e-06	3.9803091299999826e-05	1.788991659999993e-05
HNRNPL	2	2	0	0	0	2.240009846	0.0	0.0	0.0	0.32132572	0.733135603	0.576151171	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893832401	1.0	1.2591476000000015e-06	4.11721313000001e-05	1.851902070000002e-05
FAHD1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.303181641	0.835447021	0.576162089	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893838421	1.0	6.741945000000001e-07	1.8867659899999896e-05	8.626969800000009e-06
TMED8	0	0	0	0	0	0.0	0.0	0.0	0.0	0.306010695	0.813814319	0.576210305	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893865004	1.0	3.6739569999999983e-07	1.0142845300000005e-05	3.6844823999999993e-06
CNN2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.303989575	0.829418043	0.576250672	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893887256	1.0	1.9223171999999982e-06	6.173339290000013e-05	3.371139390000012e-05
TRNT1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.30932691	0.791792318	0.576272477	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893899275	1.0	2.4045516999999966e-06	3.935079210000013e-05	1.4951092600000037e-05
CNN1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.306616162	0.80985157	0.576272761	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893899432	1.0	1.6278130999999987e-06	5.084336829999979e-05	2.561160069999999e-05
RIBC2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.304724086	0.824137678	0.576329838	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893930888	1.0	1.1714178000000007e-06	2.298511790000003e-05	8.0421357e-06
FAM192A	1	1	0	0	0	3.431582143	0.0	0.0	0.0	0.30854714	0.800215874	0.576368272	1.0	0.813667722	0.942412671	0.977167932	1.0	0.893952067	1.0	8.144400599999955e-06	7.171255300000018e-05	2.599700890000001e-05
KRTAP10-9	0	0	0	0	0	0.0	0.0	0.0	0.0	0.304017224	0.830569271	0.576465813	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894005804	1.0	3.725181e-07	1.015757219999998e-05	5.038559700000001e-06
HLA-DQA2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.30479347	0.824514257	0.576477982	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894012507	1.0	2.096227e-07	6.894479400000004e-06	3.2436619000000036e-06
RSPO1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.306258911	0.8138502	0.576526056	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894038986	1.0	1.9127251000000003e-06	5.3675063099999845e-05	2.1977355999999977e-05
MRPS9	0	0	0	0	0	0.0	0.0	0.0	0.0	0.322601273	0.724434677	0.576615532	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894088256	1.0	8.628752999999998e-07	1.1053034399999993e-05	4.306490299999997e-06
DCTPP1	0	1	0	0	0	3.506844867	0.0	0.0	0.0	0.301566252	0.855370114	0.576643563	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894103689	1.0	7.224730999999999e-07	1.4446416200000029e-05	4.578673000000006e-06
TK1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.30369764	0.834394429	0.576649379	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894106891	1.0	1.6532486999999991e-06	4.303461829999977e-05	2.0223886199999786e-05
KDSR	1	0	0	0	0	0.0	0.0	0.0	0.0	0.313829856	0.767752399	0.576765626	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894170875	1.0	1.3313757999999987e-06	2.6143940499999956e-05	9.954327999999995e-06
DNAH10OS	0	1	0	0	0	3.543366841	0.0	0.0	0.0	0.298251772	0.892742281	0.576806737	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894193498	1.0	1.9723610000000003e-07	5.1069823000000035e-06	2.017245300000001e-06
UBE3D	0	0	0	0	0	0.0	0.0	0.0	0.0	0.312410163	0.775882427	0.576808539	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894194489	1.0	1.4251962000000012e-06	2.5224117200000008e-05	1.1175326400000019e-05
C1orf111	1	0	0	0	0	0.0	0.0	0.0	0.0	0.307404842	0.807481365	0.576826128	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894204168	1.0	3.517472999999999e-07	7.675216599999992e-06	3.0885612e-06
OR51B5	0	0	0	0	0	0.0	0.0	0.0	0.0	0.304183175	0.831610264	0.576836738	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894210005	1.0	3.7707319999999994e-07	8.454193100000004e-06	3.5342929000000045e-06
URB2	1	5	0	0	0	1.544309874	0.0	0.0	0.0	0.385700148	0.563100445	0.576928136	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894260285	1.0	2.3995492000000028e-06	4.564232969999983e-05	2.0694677700000043e-05
RC3H2	0	3	0	0	0	1.757657563	0.0	0.0	0.0	0.383893425	0.564731311	0.57695261	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894273746	1.0	1.1537247199999982e-05	0.00013563915060000125	4.77376771999996e-05
SDR39U1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.313626747	0.771196524	0.577280094	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894453767	1.0	3.8505797e-06	5.228516479999971e-05	2.1969141400000008e-05
PITX2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.306334333	0.817887963	0.577309693	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894470029	1.0	2.8850573000000053e-06	5.4308417199999905e-05	2.46301665999998e-05
BZW1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.316558259	0.755736322	0.577326804	1.0	0.813667722	0.942412671	0.977167932	1.0	0.89447943	1.0	2.827850900000003e-06	5.863222639999986e-05	1.9492143400000105e-05
CRYZ	0	0	0	0	0	0.0	0.0	0.0	0.0	0.319504629	0.741579836	0.577414146	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894527404	1.0	3.7358587000000074e-06	4.0714111800000176e-05	1.5746814699999982e-05
LRCH3	1	2	0	0	0	2.157805543	0.0	0.0	0.0	0.341948565	0.662582931	0.577426747	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894534324	1.0	8.423654299999982e-06	0.0001299700863999994	5.1963041099999804e-05
ORMDL3	0	1	0	0	0	3.54058826	0.0	0.0	0.0	0.298501569	0.896045929	0.577455099	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894549894	1.0	5.439782999999997e-07	2.6480759500000117e-05	1.3998816799999953e-05
MRPL46	1	0	0	0	0	0.0	0.0	0.0	0.0	0.317179786	0.753806558	0.577608106	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894633893	1.0	8.407096000000003e-07	1.0486884599999987e-05	4.685523399999995e-06
ZDHHC18	0	0	0	0	0	0.0	0.0	0.0	0.0	0.314303853	0.769575145	0.577745576	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894709329	1.0	1.1837891000000007e-06	2.7663131199999903e-05	1.283799559999998e-05
RHCG	0	0	0	0	0	0.0	0.0	0.0	0.0	0.314446281	0.769081678	0.577809488	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894744389	1.0	2.5157550000000084e-06	5.0671037599999886e-05	2.4675219199999904e-05
RHOG	0	0	0	0	0	0.0	0.0	0.0	0.0	0.299913044	0.880642398	0.577865192	1.0	0.813667722	0.942412671	0.977167932	1.0	0.89477494	1.0	7.738447999999998e-07	3.14195480000001e-05	1.4873327999999999e-05
FAM81A	1	0	0	0	0	0.0	0.0	0.0	0.0	0.31710304	0.755338389	0.57787627	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894781015	1.0	3.3621552000000054e-06	4.394869959999965e-05	1.5925276199999935e-05
SELL	0	0	0	0	0	0.0	0.0	0.0	0.0	0.316129671	0.760430931	0.577897867	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894792858	1.0	6.707866000000002e-07	9.449374699999981e-06	3.4848903999999977e-06
PPIL4	0	0	0	0	0	0.0	0.0	0.0	0.0	0.328440095	0.704963322	0.577898273	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894793081	1.0	1.3567675999999997e-06	1.541589850000002e-05	5.797896300000001e-06
TADA1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.31548125	0.763901092	0.577898283	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894793087	1.0	5.512403000000002e-07	9.715748900000008e-06	4.058790600000003e-06
ICAM2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.309849976	0.797072056	0.577932418	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894811804	1.0	3.5680268000000044e-06	7.965930869999969e-05	4.235697980000015e-05
TDP2	1	0	0	0	0	0.0	0.0	0.0	0.0	0.324641798	0.72086301	0.578008127	1.0	0.813667722	0.942412671	0.977167932	1.0	0.89485331	1.0	2.5292272999999972e-06	2.585304519999997e-05	9.349949199999987e-06
RGS4	0	0	0	0	0	0.0	0.0	0.0	0.0	0.312911547	0.77914167	0.578102848	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894905225	1.0	1.5849507000000031e-06	3.1643774600000185e-05	1.0808492500000015e-05
HAPLN4	0	2	0	0	0	2.269943938	0.0	0.0	0.0	0.314637063	0.774460975	0.578265282	1.0	0.813667722	0.942412671	0.977167932	1.0	0.894994217	1.0	5.492731e-07	1.2795123199999998e-05	6.097838099999999e-06
TBX20	0	0	0	0	0	0.0	0.0	0.0	0.0	0.313009379	0.779450195	0.578286098	1.0	0.813667722	0.942412671	0.977167932	1.0	0.895005618	1.0	7.515509000000002e-07	1.352281949999998e-05	5.745717099999995e-06
DPPA4	0	0	0	0	0	0.0	0.0	0.0	0.0	0.31206413	0.785252845	0.578326923	1.0	0.813667722	0.942412671	0.977167932	1.0	0.895027976	1.0	5.355336999999998e-07	9.578206100000018e-06	3.8917179999999945e-06
AIFM2	1	0	0	0	0	0.0	0.0	0.0	0.0	0.307695852	0.814046627	0.578344084	1.0	0.813667722	0.942412671	0.977167932	1.0	0.895037373	1.0	9.402376000000001e-07	2.7992734399999976e-05	1.3928272000000014e-05
CDC14B	0	0	0	0	0	0.0	0.0	0.0	0.0	0.312653125	0.781828558	0.578345595	1.0	0.813667722	0.942412671	0.977167932	1.0	0.8950382	1.0	5.280675499999983e-06	0.00011291177189999975	4.4180067699999775e-05
CALCOCO2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.318245099	0.751550416	0.578350604	1.0	0.813667722	0.942412671	0.977167932	1.0	0.895040944	1.0	4.947708600000009e-06	7.635244090000064e-05	3.033040309999995e-05
OGT	0	3	0	0	0	1.787487539	0.0	0.0	0.0	0.37096381	0.593011295	0.578366197	1.0	0.813667722	0.942412671	0.977167932	1.0	0.895049481	1.0			
KDM1A	0	2	0	0	0	2.14653951	0.0	0.0	0.0	0.345069261	0.656189584	0.578445439	1.0	0.813667722	0.942412671	0.977167932	1.0	0.895092865	1.0	6.0398568999999885e-06	9.067762569999998e-05	3.6203018700000037e-05
KRTAP9-3	0	1	0	0	0	3.50083014	0.0	0.0	0.0	0.302118639	0.864016511	0.578490738	1.0	0.813667722	0.942412671	0.977167932	1.0	0.89511766	1.0	2.1213469999999998e-07	3.7145983000000027e-06	1.2836131999999997e-06
HIST1H3D	0	0	0	0	0	0.0	0.0	0.0	0.0	0.307545962	0.816010331	0.57850047	1.0	0.813667722	0.942412671	0.977167932	1.0	0.895122987	1.0	3.161167999999997e-07	8.1091236e-06	3.4490623999999946e-06
AP5M1	0	2	0	0	0	2.205539997	0.0	0.0	0.0	0.330021244	0.706445456	0.578559971	1.0	0.813667722	0.942412671	0.977167932	1.0	0.89515555	1.0	1.7599566000000008e-06	2.8326526900000074e-05	9.712672700000024e-06
HCCS	1	0	0	0	0	0.0	0.0	0.0	0.0	0.316249502	0.762985291	0.578614283	1.0	0.813667722	0.942412671	0.977167932	1.0	0.895185267	1.0			
MANF	0	1	0	0	0	3.450426314	0.0	0.0	0.0	0.306822124	0.825228555	0.578706041	1.0	0.813667722	0.942412671	0.977167932	1.0	0.895235463	1.0	3.000528e-07	5.144565799999997e-06	1.995889900000001e-06
BCAT1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.31627077	0.763262891	0.578710308	1.0	0.813667722	0.942412671	0.977167932	1.0	0.895237797	1.0	3.0875099000000042e-06	5.1584410800000346e-05	1.953199279999983e-05
TTYH2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.314716881	0.772497738	0.578879534	1.0	0.813667722	0.942412671	0.977167932	1.0	0.89533033	1.0	1.7406942000000005e-06	4.617974950000001e-05	2.559870160000002e-05
COQ9	0	0	0	0	0	0.0	0.0	0.0	0.0	0.315847442	0.766334286	0.578890432	1.0	0.813667722	0.942412671	0.977167932	1.0	0.895336288	1.0	3.1277031999999957e-06	5.656054859999965e-05	2.403791779999997e-05
KLK8	0	0	0	0	0	0.0	0.0	0.0	0.0	0.316666407	0.761995614	0.578897587	1.0	0.813667722	0.942412671	0.977167932	1.0	0.895340199	1.0	2.4422222e-06	3.6954009700000276e-05	1.522039639999995e-05
UPRT	0	1	0	0	0	3.383583148	0.0	0.0	0.0	0.313271921	0.784345825	0.578967515	1.0	0.813667722	0.942412671	0.977167932	1.0	0.89537842	1.0			
LGALS3	0	0	0	0	0	0.0	0.0	0.0	0.0	0.307736426	0.817529654	0.578996412	1.0	0.813667722	0.942412671	0.977167932	1.0	0.895394211	1.0	7.011328e-07	1.726840449999998e-05	7.986524199999998e-06
SNRNP48	0	0	0	0	0	0.0	0.0	0.0	0.0	0.329113319	0.706514672	0.579115629	1.0	0.813667722	0.942412671	0.977167932	1.0	0.895459346	1.0	8.349249999999998e-07	9.406544200000006e-06	3.3793452000000026e-06
CTC-435M10.3	1	2	0	0	0	2.249417172	0.0	0.0	0.0	0.319258006	0.755115686	0.579313302	1.0	0.813667722	0.942412671	0.977167932	1.0	0.895567292	1.0	6.692334999999995e-07	1.841611450000001e-05	8.484363200000005e-06
COL16A1	2	2	0	1	0	0.78790803	3.240409544	3.240409544	0.0	0.732574064	0.327825477	0.579457113	1.0	0.880912632	0.942412671	0.977167932	1.0	0.895645782	1.0	7.074687199999989e-06	0.00016075318319999892	7.578112289999985e-05
PM20D2	1	0	0	0	0	0.0	0.0	0.0	0.0	0.310191031	0.803030189	0.579462911	1.0	0.813667722	0.942412671	0.977167932	1.0	0.895648946	1.0	4.497438e-07	1.1655021299999993e-05	4.7279030000000025e-06
GPR157	0	0	0	0	0	0.0	0.0	0.0	0.0	0.306718752	0.828297732	0.579497658	1.0	0.813667722	0.942412671	0.977167932	1.0	0.895667905	1.0	8.438188999999999e-07	2.167077320000005e-05	1.2189721099999978e-05
